	
Models          
Example     RTSP        URL     Audio       
Axis        m3204	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        M3204	http://IPADDRESS:554/jpg/image.jpg?size=3	No
Axis        M3204	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M3204	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        M3204	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M3204	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M3304	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        M5013	http://IPADDRESS:554/jpg/image.jpg?size=3	No
Axis        M5013	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M5014	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M5014	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M5014	http://IPADDRESS:554/jpg/image.jpg?size=3	No
Axis        M5014	http://IPADDRESS/jpg/image.jpg	No
Axis        M5014	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M5014	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        M5014	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        M5014	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M5014	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        M5014	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M7001	http://IPADDRESS:554/jpg/image.jpg	No
Axis        M7001	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        M7001	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        M7001	http://IPADDRESS/mjpg/video.mjpg	No
Axis        M7001	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        M7014	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        M7014	http://IPADDRESS/jpg/image.jpg	No
Axis        M7014	http://IPADDRESS:554/mjpg/1/video.mjpg	No
Axis        M7014	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        M7014	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        max	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        max	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        max	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        NMPHC	http://IPADDRESS/mjpg/video.mjpg	No
Axis        onvif	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        OQ6032-E	http://IPADDRESS/jpg/image.jpg	No
Axis        OQ6032-E	http://IPADDRESS/mjpg/video.mjpg	No
Axis        OQ6032-E	http://IPADDRESS/mjpg/video.mjpg	No
Axis        OQ6032-E	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        Other	http://IPADDRESS/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]*[HEIGHT]	Yes
Axis        Other	http://IPADDRESS/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0	Yes
Axis        Other	http://IPADDRESS:554/videostream.asf	Yes
Axis        Other	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        Other	http://IPADDRESS/jpg/1/image.jpg	No
Axis        Other	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        Other	http://IPADDRESS:554/cgi-bin/jpg/image.cgi	No
Axis        Other	http://IPADDRESS:554/axis-cgi/jpg/image.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        Other	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        Other	http://IPADDRESS/snapshot.cgi?user=[USERNAME]&pwd=[PASSWORD]	No
Axis        Other	http://IPADDRESS/snapshot.cgi?usr=[USERNAME]&pwd=[PASSWORD]	No
Axis        Other	http://IPADDRESS/cgi-bin/viewer/video.jpg	No
Axis        Other	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        Other	http://IPADDRESS/cgi-bin/guest/Video.cgi?media=JPEG	No
Axis        Other	http://IPADDRESS/jpg/image.jpg	No
Axis        Other	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        Other	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        Other	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        Other	http://IPADDRESS/mjpg/video.mjpg	No
Axis        Other	http://IPADDRESS/mjpg/video.mjpg	No
Axis        Other	http://IPADDRESS/video.cgi?resolution=VGA	No
Axis        Other	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        Other	http://IPADDRESS/GetData.cgi?CH=2	No
Axis        Other	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        Other	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        Other	http://IPADDRESS/mjpg/video.mjpg	No
Axis        Other	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        Other	http://IPADDRESS/MJPEG.CGI	No
Axis        Other	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        Other	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        Other	http://IPADDRESS:554//axis-cgi/mjpg/video.cgi	Yes
Axis        Other	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        Other	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        Other	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        Other	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        Other	rtsp://IPADDRESS:554/mpeg4cif	Yes
Axis        Other	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        Other	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        P1204	http://IPADDRESS/jpg/image.jpg	No
Axis        P1204	http://IPADDRESS/mjpg/video.mjpg	No
Axis        P1204	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P1204	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        P1214	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P1214	http://IPADDRESS/jpg/image.jpg	No
Axis        P1214	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P1214	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        P1214-E	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        P1311	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P1311	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        p1320	http://IPADDRESS/jpg/image.jpg	No
Axis        P1333	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        P1343	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P1343	http://IPADDRESS/mjpg/video.mjpg	No
Axis        P1343	http://IPADDRESS/mjpg/video.mjpg	No
Axis        P1343	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P1343	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P1344	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        P1344	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        P1344	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P1344	http://IPADDRESS/jpg/image.jpg	No
Axis        P1344	http://IPADDRESS/mjpg/video.mjpg	No
Axis        P1344	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        P1344	http://IPADDRESS/mjpg/video.mjpg	No
Axis        P1344	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P1344-E	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        P1346	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        P1346	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P1346	http://IPADDRESS/jpg/image.jpg	No
Axis        P1346	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        P1346	http://IPADDRESS/mjpg/video.mjpg	No
Axis        P1347E	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        P1347E	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P1347E	http://IPADDRESS/jpg/image.jpg	No
Axis        P1347-E	http://IPADDRESS/jpg/image.jpg	No
Axis        p1353	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P1353	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P1354	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        P1354	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P1355	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        P1355	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        P1355	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        p1357	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Possible
Axis        P1357	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        P1357	http://IPADDRESS/mjpg/video.mjpg	No
Axis        p3203	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        p3301	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        p3301	http://IPADDRESS/mjpg/video.mjpg	No
Axis        p3301	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        p3301	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P3301	http://IPADDRESS/jpg/image.jpg	No
Axis        p3301m	http://IPADDRESS/mjpg/video.mjpg	No
Axis        p3304	http://IPADDRESS:554/jpg/image.jpg?size=3	No
Axis        p3304	http://IPADDRESS/jpg/image.jpg	No
Axis        p3304	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        p3304	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P3304	http://IPADDRESS:554/jpg/1/image.jpg	No
Axis        P3322-e	http://IPADDRESS/mjpg/video.mjpg	No
Axis        P3343	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        P3343	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P3343	http://IPADDRESS/jpg/image.jpg	No
Axis        P3343	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        P3343	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P3344	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        P3344	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        P3344	http://IPADDRESS:554/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P3344	http://IPADDRESS/axis-cgi/jpg/image.cgi?camera=1&resolution=320×240&compression=25	No
Axis        P3344	http://IPADDRESS/jpg/image.jpg	No
Axis        P3344	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P3344	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        P3344	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        P3344	http://IPADDRESS:554/mjpg/video.mjpg	No
Axis        P3344	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P3344	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        P3344	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P3344	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        P3346	http://IPADDRESS/jpg/1/image.jpg	No
Axis        P3346	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        P3346	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P3346	http://IPADDRESS:554/mjpg/1/video.mjpg	No
Axis        P3346	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P3346-VE	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        P3346-VE	http://IPADDRESS/mjpg/video.mjpg	No
Axis        P3353	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        P3354	http://IPADDRESS/jpg/1/image.jpg	No
Axis        P3354	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        P3354	http://IPADDRESS:554/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P3354	http://IPADDRESS/jpg/image.jpg	No
Axis        P3354	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P3363	http://IPADDRESS/jpg/image.jpg	No
Axis        P3363	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        P3363	http://IPADDRESS/mjpg/video.mjpg	No
Axis        p3364 L	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        p3364 L	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        p3364 L	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        p3364 VE	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        p3364 VE	http://IPADDRESS/mjpg/video.mjpg	No
Axis        p3364 VE	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P3364 VE	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        P3364-l	http://IPADDRESS/jpg/image.jpg	No
Axis        p3364VE	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        p3364VE	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P3367	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P3367	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        P3367	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        P3367	http://IPADDRESS/mjpg/video.mjpg	No
Axis        P3367	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        P3367	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        P3367	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        p3384	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        P3384-VE	http://IPADDRESS/mjpg/video.mjpg	No
Axis        p33xx	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        p3904	http://IPADDRESS:554/axis-cgi/mjpg/video.cgi	No
Axis        P5512	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        P5512	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        P5512	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        P5512	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P5512-e	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        P5512-e	http://IPADDRESS/mjpg/video.mjpg	No
Axis        P5512-E	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        p5522-e	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        p5522-e	http://IPADDRESS/axis-cgi/jpg/image.cgi?camera=1&resolution=320×240&compression=25	No
Axis        p5522-e	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        p5522-e	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        P5522-e	http://IPADDRESS/mjpg/video.mjpg	No
Axis        P5532-E	http://IPADDRESS/jpg/image.jpg	No
Axis        P5532-E	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        P5532-E	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        p5534	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        p5534-e	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        p5534-e	http://IPADDRESS/axis-cgi/jpg/image.cgi?camera=1&resolution=320×240&compression=25	No
Axis        p5534-e	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        p5534-e	http://IPADDRESS:554/mjpg/video.mjpg	No
Axis        p5534-e	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        p5534-e	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P5534-E	http://IPADDRESS/mjpg/video.mjpg	No
Axis        p5534-vlc	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P7210	http://IPADDRESS/jpg/image.jpg	No
Axis        P7214	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        P7214	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        P7214	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        p7216	http://IPADDRESS:554/jpg/image.jpg?size=3	No
Axis        p7224	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        P8514	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        P8514	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        PE-1214E	http://IPADDRESS/jpg/image.jpg	No
Axis        ptz 214	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        ptz 214	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        ptz214	http://IPADDRESS/axis-cgi/jpg/image.cgi?camera=1&resolution=320×240&compression=25	No
Axis        Q1602	http://IPADDRESS/axis-cgi/jpg/image.cgi?camera=1&resolution=320×240&compression=25	No
Axis        Q1602	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        Q1602	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        Q1604-E	http://IPADDRESS/axis-cgi/jpg/image.cgi?camera=1&resolution=320×240&compression=25	No
Axis        Q1604-E	http://IPADDRESS/mjpg/video.mjpg	No
Axis        Q1604-E	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        Q1604-E	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        Q1614	http://IPADDRESS/mjpg/video.mjpg	No
Axis        Q1755	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        Q1755	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        Q1755	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        Q1756	http://IPADDRESS/mjpg/video.mjpg	No
Axis        Q1921	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        Q1922	http://IPADDRESS/jpg/image.jpg	No
Axis        Q6032	http://IPADDRESS/jpg/image.jpg?size=3	No
Axis        Q6032	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        Q6032	http://IPADDRESS/mjpg/video.mjpg	No
Axis        Q6032	http://IPADDRESS:554/axis-cgi/mjpg/video.cgi	No
Axis        Q6032-E	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        Q6032-E	http://IPADDRESS:554/axis-cgi/mjpg/video.cgi	No
Axis        Q6034	http://IPADDRESS/axis-cgi/jpg/image.cgi?camera=1&resolution=320×240&compression=25	No
Axis        Q6034	http://IPADDRESS/mjpg/video.mjpg	No
Axis        Q6034	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        Q6035	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        Q6035	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        Q6035	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        Q6035e	http://IPADDRESS:554/mjpg/video.mjpg	No
Axis        Q6035e	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        Q6035-E	http://IPADDRESS:554/axis-cgi/mjpg/video.cgi	No
Axis        Q6035-E	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        Q6042-E	http://IPADDRESS/jpg/image.jpg	No
Axis        Q6044	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        Q6230	http://IPADDRESS/mjpg/video.mjpg	No
Axis        Q7041	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        Q7401	rtsp://IPADDRESS//onvif-media/media.amp	Yes
Axis        Q7401	http://IPADDRESS:554/jpg/image.jpg?size=3	No
Axis        Q7401	http://IPADDRESS//axis-cgi/mjpg/video.cgi	Yes
Axis        Q7401-36.20	http://IPADDRESS/jpg/image.jpg	No
Axis        Q7404	http://IPADDRESS/mjpg/video.mjpg	No
Axis        Q7404	http://IPADDRESS/axis-cgi/mjpg/video.cgi	No
Axis        Q7404	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        Q7404	http://IPADDRESS/axis-cgi/mjpg/video.cgi?camera=[CHANNEL]	No
Axis        Q7404	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        Q7406	http://IPADDRESS:554/jpg/image.jpg?size=3	No
Axis        RC4010	http://IPADDRESS/img/video.asf	Yes
Axis        SetupVideoSource	http://IPADDRESS/jpg/image.jpg	No
Axis        Terasse	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
Axis        Web Cam	http://IPADDRESS/axis-cgi/jpg/image.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        Web Cam	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&resolution=[WIDTH]x[HEIGHT]	No
Axis        WEB CAM	rtsp://IPADDRESS:554/axis-media/media.amp	Yes
Axis        WEB CAM	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        yes	rtsp://IPADDRESS:554/mpeg4/media.amp	Yes
Axis        Yesco	http://IPADDRESS/mjpg/1/video.mjpg	No
Axis        Zap	http://IPADDRESS/axis-cgi/mjpg/video.cgi?date=1&clock=1&camera=[CHANNEL]&resolution=[WIDTH]x[HEIGHT]	No
